3.518800000000000089e-06 -1.212386359705466562e+14 -1.212386359705466562e+14 -1.617102116189087812e+14 -1.617102116189087812e+14 0.000000000000000000e+00 -1.212386359705466562e+14
3.638049999999999837e-06 -1.172646094070064062e+14 -1.172646094070064062e+14 -1.563811990373271250e+14 -1.563811990373271250e+14 0.000000000000000000e+00 -1.172646094070064062e+14
3.761340000000000142e-06 -1.134208851773994531e+14 -1.134208851773994531e+14 -1.512553029393109375e+14 -1.512553029393109375e+14 0.000000000000000000e+00 -1.134208851773994531e+14
3.888799999999999935e-06 -1.097033820852601406e+14 -1.097033820852601406e+14 -1.462977322458721875e+14 -1.462977322458721875e+14 0.000000000000000000e+00 -1.097033820852601406e+14
4.020590000000000244e-06 -1.061074400158085156e+14 -1.061074400158085156e+14 -1.415022723425536562e+14 -1.415022723425536562e+14 0.000000000000000000e+00 -1.061074400158085156e+14
4.156839999999999998e-06 -1.026295244111295312e+14 -1.026295244111295312e+14 -1.368642096298505312e+14 -1.368642096298505312e+14 0.000000000000000000e+00 -1.026295244111295312e+14
4.297710000000000226e-06 -9.926554194051240625e+13 -9.926554194051240625e+13 -1.323780853426005469e+14 -1.323780853426005469e+14 0.000000000000000000e+00 -9.926554194051240625e+13
4.443360000000000263e-06 -9.601169210983571875e+13 -9.601169210983571875e+13 -1.280388312353146719e+14 -1.280388312353146719e+14 0.000000000000000000e+00 -9.601169210983571875e+13
4.593939999999999591e-06 -9.286462432098800000e+13 -9.286462432098800000e+13 -1.238419790327579219e+14 -1.238419790327579219e+14 0.000000000000000000e+00 -9.286462432098800000e+13
4.749619999999999936e-06 -8.982076718835604688e+13 -8.982076718835604688e+13 -1.197827660229129688e+14 -1.197827660229129688e+14 0.000000000000000000e+00 -8.982076718835604688e+13
4.910580000000000340e-06 -8.687660362994993750e+13 -8.687660362994993750e+13 -1.158565019117391094e+14 -1.158565019117391094e+14 0.000000000000000000e+00 -8.687660362994993750e+13
5.076989999999999989e-06 -8.402902354606954688e+13 -8.402902354606954688e+13 -1.120793802321092188e+14 -1.120793802321092188e+14 0.000000000000000000e+00 -8.402902354606954688e+13
5.249050000000000168e-06 -8.127461393074168750e+13 -8.127461393074168750e+13 -1.083858262271740312e+14 -1.083858262271740312e+14 0.000000000000000000e+00 -8.127461393074168750e+13
5.426930000000000064e-06 -7.861065321519895312e+13 -7.861065321519895312e+13 -1.048332337357857656e+14 -1.048332337357857656e+14 0.000000000000000000e+00 -7.861065321519895312e+13
5.610839999999999968e-06 -7.603398283557535938e+13 -7.603398283557535938e+13 -1.013970494895145625e+14 -1.013970494895145625e+14 0.000000000000000000e+00 -7.603398283557535938e+13
5.800990000000000172e-06 -7.354167344766317188e+13 -7.354167344766317188e+13 -9.807336698697081250e+13 -9.807336698697081250e+13 0.000000000000000000e+00 -7.354167344766317188e+13
5.997570000000000414e-06 -7.113122685573650000e+13 -7.113122685573650000e+13 -9.485885469577640625e+13 -9.485885469577640625e+13 0.000000000000000000e+00 -7.113122685573650000e+13
6.200819999999999696e-06 -6.879969298466326562e+13 -6.879969298466326562e+13 -9.174957846829095312e+13 -9.174957846829095312e+13 0.000000000000000000e+00 -6.879969298466326562e+13
6.410959999999999856e-06 -6.654455998058942969e+13 -6.654455998058942969e+13 -8.874218855799254688e+13 -8.874218855799254688e+13 0.000000000000000000e+00 -6.654455998058942969e+13
6.628220000000000043e-06 -6.436336033703764062e+13 -6.436336033703764062e+13 -8.583339435893012500e+13 -8.583339435893012500e+13 0.000000000000000000e+00 -6.436336033703764062e+13
6.852840000000000105e-06 -6.225368055480058594e+13 -6.225368055480058594e+13 -8.300490740640078125e+13 -8.301997728791973438e+13 0.000000000000000000e+00 -6.225368055480058594e+13
7.085079999999999595e-06 -6.021308330366907031e+13 -6.021308330366907031e+13 -8.029868698133935938e+13 -8.029868698133935938e+13 0.000000000000000000e+00 -6.021308330366907031e+13
7.325180000000000058e-06 -5.823945790453744531e+13 -5.823945790453744531e+13 -7.765261053938325000e+13 -7.766670868944487500e+13 0.000000000000000000e+00 -5.823945790453744531e+13
