     2    0.10947E+04    0.52938E-01    0.35639E+01
     3    0.10340E+04    0.87793E-01    0.44263E+01
     4    0.97352E+03    0.10070E+00    0.45534E+01
     5    0.92572E+03    0.91480E-01    0.42385E+01
     6    0.89064E+03    0.69473E-01    0.37114E+01
     7    0.86618E+03    0.45510E-01    0.31201E+01
     8    0.84974E+03    0.26802E-01    0.25511E+01
     9    0.83974E+03    0.15608E-01    0.20554E+01
    10    0.83481E+03    0.10579E-01    0.16612E+01
    11    0.83368E+03    0.89643E-02    0.13768E+01
    12    0.83597E+03    0.84400E-02    0.11988E+01
    13    0.84034E+03    0.77722E-02    0.11118E+01
    14    0.84639E+03    0.68660E-02    0.10958E+01
    15    0.85395E+03    0.60287E-02    0.11291E+01
    16    0.86285E+03    0.55628E-02    0.11914E+01
    17    0.87289E+03    0.55701E-02    0.12655E+01
    18    0.88325E+03    0.58853E-02    0.13388E+01
    19    0.89520E+03    0.63251E-02    0.14063E+01
    20    0.90748E+03    0.67897E-02    0.14631E+01
    21    0.92025E+03    0.72664E-02    0.15109E+01
    22    0.93350E+03    0.78543E-02    0.15520E+01
    23    0.94703E+03    0.86540E-02    0.15889E+01
    24    0.96096E+03    0.97163E-02    0.16242E+01
    25    0.97528E+03    0.11063E-01    0.16615E+01
    26    0.98984E+03    0.12663E-01    0.17045E+01
    27    0.10048E+04    0.14477E-01    0.17509E+01
    28    0.10199E+04    0.16492E-01    0.17984E+01
    29    0.10353E+04    0.18698E-01    0.18457E+01
    30    0.10510E+04    0.21094E-01    0.18900E+01
    31    0.10667E+04    0.23683E-01    0.19286E+01
    32    0.10828E+04    0.26458E-01    0.19586E+01
    33    0.10991E+04    0.29410E-01    0.19780E+01
    34    0.11156E+04    0.32544E-01    0.19859E+01
    35    0.11323E+04    0.35870E-01    0.19819E+01
    36    0.11493E+04    0.39406E-01    0.19652E+01
    37    0.11663E+04    0.43179E-01    0.19364E+01
    38    0.11836E+04    0.47216E-01    0.18981E+01
    39    0.12012E+04    0.51510E-01    0.18504E+01
    40    0.12188E+04    0.56052E-01    0.17926E+01
    41    0.12367E+04    0.60842E-01    0.17240E+01
    42    0.12546E+04    0.65900E-01    0.16442E+01
    43    0.12727E+04    0.71248E-01    0.15532E+01
    44    0.12908E+04    0.76895E-01    0.14516E+01
    45    0.13093E+04    0.82859E-01    0.13404E+01
    46    0.13281E+04    0.89154E-01    0.12179E+01
    47    0.13471E+04    0.95750E-01    0.10838E+01
    48    0.13661E+04    0.10262E+00    0.94051E+00
    49    0.13853E+04    0.10970E+00    0.78974E+00
