    0.10000E-03    0.16434E+03
    0.10202E-03    0.16753E+03
    0.10408E-03    0.17079E+03
    0.10618E-03    0.17410E+03
    0.10833E-03    0.17749E+03
    0.11052E-03    0.18093E+03
    0.11275E-03    0.18445E+03
    0.11503E-03    0.18803E+03
    0.11735E-03    0.19168E+03
    0.11972E-03    0.19541E+03
    0.12214E-03    0.19920E+03
    0.12461E-03    0.20307E+03
    0.12712E-03    0.20701E+03
    0.12969E-03    0.21103E+03
    0.13231E-03    0.21513E+03
    0.13499E-03    0.21931E+03
    0.13771E-03    0.22357E+03
    0.14049E-03    0.22791E+03
    0.14333E-03    0.23234E+03
    0.14623E-03    0.23685E+03
    0.14918E-03    0.24145E+03
    0.15220E-03    0.24614E+03
    0.15527E-03    0.25091E+03
    0.15841E-03    0.25579E+03
    0.16161E-03    0.26075E+03
    0.16487E-03    0.26581E+03
    0.16820E-03    0.27097E+03
    0.17160E-03    0.27623E+03
    0.17507E-03    0.28160E+03
    0.17860E-03    0.28706E+03
    0.18221E-03    0.29263E+03
    0.18589E-03    0.29831E+03
    0.18965E-03    0.30410E+03
    0.19348E-03    0.31000E+03
    0.19739E-03    0.31602E+03
    0.20138E-03    0.32215E+03
    0.20544E-03    0.32840E+03
    0.20959E-03    0.33477E+03
    0.21383E-03    0.34126E+03
    0.21815E-03    0.34788E+03
    0.22255E-03    0.35463E+03
    0.22705E-03    0.36151E+03
    0.23164E-03    0.36852E+03
    0.23632E-03    0.37567E+03
    0.24109E-03    0.38295E+03
    0.24596E-03    0.39037E+03
    0.25093E-03    0.39794E+03
    0.25600E-03    0.40565E+03
    0.26117E-03    0.41352E+03
    0.26645E-03    0.42153E+03
    0.27183E-03    0.42970E+03
    0.27732E-03    0.43802E+03
    0.28292E-03    0.44651E+03
    0.28864E-03    0.45516E+03
    0.29447E-03    0.46397E+03
    0.30042E-03    0.47296E+03
    0.30649E-03    0.48212E+03
    0.31268E-03    0.49145E+03
    0.31899E-03    0.50096E+03
    0.32544E-03    0.51066E+03
    0.33201E-03    0.52054E+03
    0.33872E-03    0.53061E+03
    0.34556E-03    0.54087E+03
    0.35254E-03    0.55134E+03
    0.35966E-03    0.56200E+03
    0.36693E-03    0.57286E+03
    0.37434E-03    0.58393E+03
    0.38190E-03    0.59522E+03
    0.38962E-03    0.60672E+03
    0.39749E-03    0.61844E+03
    0.40552E-03    0.63038E+03
    0.41371E-03    0.64255E+03
    0.42207E-03    0.65495E+03
    0.43060E-03    0.66759E+03
    0.43929E-03    0.68047E+03
    0.44817E-03    0.69359E+03
    0.45722E-03    0.70696E+03
    0.46646E-03    0.72059E+03
