3.523080000000000072e-06 -1.516720153011241250e+14 -1.516720153011241250e+14 -2.022403780127287500e+14 -2.022293537348321562e+14 -1.514074326316062500e+14 -1.516830395790207188e+14
3.642460000000000020e-06 -1.467010327270812500e+14 -1.467010327270812500e+14 -1.956013769694416562e+14 -1.956013769694416562e+14 -1.464451216364103750e+14 -1.467116956891925312e+14
3.765880000000000102e-06 -1.418931680422861250e+14 -1.418931680422861250e+14 -1.891908907230481250e+14 -1.891908907230481250e+14 -1.416456439811569375e+14 -1.419034815448331562e+14
3.893480000000000371e-06 -1.372429404201599375e+14 -1.372429404201599375e+14 -1.829905872268799062e+14 -1.829905872268799062e+14 -1.370035284002381562e+14 -1.372529159209900156e+14
4.025410000000000309e-06 -1.327448989462152500e+14 -1.327448989462152500e+14 -1.769931985949536875e+14 -1.769931985949536875e+14 -1.325133334879575781e+14 -1.327545475069760000e+14
4.161799999999999693e-06 -1.283945993721669375e+14 -1.283945993721669375e+14 -1.711927991628892500e+14 -1.711927991628892500e+14 -1.281706227487527812e+14 -1.284039317314758594e+14
4.302820000000000250e-06 -1.241866133528905156e+14 -1.241866133528905156e+14 -1.655821511371873750e+14 -1.655821511371873750e+14 -1.239699773069195000e+14 -1.241956398548059844e+14
4.448609999999999917e-06 -1.201167653867352656e+14 -1.201167653867352656e+14 -1.601556871823136875e+14 -1.601469564972296250e+14 -1.199159596298014844e+14 -1.201254960718193594e+14
4.599350000000000272e-06 -1.161800349325631406e+14 -1.161800349325631406e+14 -1.549067132434175312e+14 -1.549067132434175312e+14 -1.159858104229361094e+14 -1.161884794764599844e+14
4.755189999999999953e-06 -1.123725116487636406e+14 -1.123725116487636406e+14 -1.498218477375542500e+14 -1.498300155316848438e+14 -1.121846523837598906e+14 -1.123806794428942500e+14
4.916309999999999691e-06 -1.086897782416252031e+14 -1.086897782416252031e+14 -1.449197043221669375e+14 -1.449118042074524688e+14 -1.085080756031925000e+14 -1.086976783563396875e+14
5.082900000000000073e-06 -1.051275145423054531e+14 -1.051275145423054531e+14 -1.401700193897406094e+14 -1.401623781981035781e+14 -1.049517671346536875e+14 -1.051351557339425000e+14
5.255119999999999586e-06 -1.016822914923130938e+14 -1.016822914923130938e+14 -1.355763886564174688e+14 -1.355689978807602344e+14 -1.015123036521965781e+14 -1.016896822679703438e+14
5.433190000000000068e-06 -9.834970683283382812e+13 -9.834970683283382812e+13 -1.311329424437784375e+14 -1.311329424437784375e+14 -9.818529025650329688e+13 -9.835685537963079688e+13
5.617279999999999859e-06 -9.512658148909871875e+13 -9.512658148909871875e+13 -1.268285277114796875e+14 -1.268285277114796875e+14 -9.496755318743792188e+13 -9.513349576308396875e+13
5.807619999999999802e-06 -9.200888551025798438e+13 -9.200888551025798438e+13 -1.226785140136772969e+14 -1.226718263493721562e+14 -9.185506923123953125e+13 -9.201557317456312500e+13
6.004399999999999636e-06 -8.899351203568789062e+13 -8.899351203568789062e+13 -1.186580160475838594e+14 -1.186515475556493125e+14 -8.884473672119298438e+13 -8.899998052762246875e+13
6.207850000000000203e-06 -8.607692577415439062e+13 -8.607692577415439062e+13 -1.147629778656282969e+14 -1.147629778656282969e+14 -8.593302627620370312e+13 -8.608318227406529688e+13
6.418199999999999807e-06 -8.325584177294014062e+13 -8.325584177294014062e+13 -1.110017375811194219e+14 -1.110017375811194219e+14 -8.311665843518918750e+13 -8.326189322240757812e+13
6.635670000000000285e-06 -8.052730826986337500e+13 -8.052730826986337500e+13 -1.073638912337624688e+14 -1.073638912337624688e+14 -8.039268637058973438e+13 -8.053316139591876562e+13
6.860509999999999643e-06 -7.788818085930703125e+13 -7.788818085930703125e+13 -1.038452465112857188e+14 -1.038395852101620469e+14 -7.775797093346285938e+13 -7.789384216043068750e+13
7.092970000000000125e-06 -7.533552851162268750e+13 -7.533552851162268750e+13 -1.004418955871998125e+14 -1.004418955871998125e+14 -7.520411023249207812e+13 -7.534100427325312500e+13
7.333299999999999736e-06 -7.286660080278789062e+13 -7.287189711044909375e+13 -9.715017142938931250e+13 -9.715017142938931250e+13 -7.273948941891909375e+13 -7.287189711044909375e+13
7.581780000000000278e-06 -7.048364408886254688e+13 -7.048364408886254688e+13 -9.396623908147435938e+13 -9.396623908147435938e+13 -7.035557583519428125e+13 -7.048364408886254688e+13
7.838680000000000308e-06 -6.817365718208375000e+13 -6.817365718208375000e+13 -9.088169343947817188e+13 -9.088169343947817188e+13 -6.805474099832257812e+13 -6.817365718208375000e+13
8.104279999999999934e-06 -6.593941510906042969e+13 -6.593941510906042969e+13 -8.790324528892989062e+13 -8.790324528892989062e+13 -6.582439614237553906e+13 -6.593941510906042969e+13
8.378889999999999664e-06 -6.377831467892003125e+13 -6.377831467892003125e+13 -8.502693699799623438e+13 -8.502230160918317188e+13 -6.366706534740654688e+13 -6.377831467892003125e+13
8.662799999999999458e-06 -6.168807811331860156e+13 -6.168807811331860156e+13 -8.223582591427354688e+13 -8.223582591427354688e+13 -6.158047480822958594e+13 -6.168359464227321875e+13
8.956320000000000673e-06 -5.966641244172340625e+13 -5.966641244172340625e+13 -7.954076146566543750e+13 -7.953642492867570312e+13 -5.956233555396984375e+13 -5.966207590473367969e+13
9.259789999999999989e-06 -5.771097217972073438e+13 -5.771097217972073438e+13 -7.693398151903754688e+13 -7.692978710286053125e+13 -5.761030619147207031e+13 -5.770677776354370312e+13
9.573549999999999167e-06 -5.581957404307246094e+13 -5.581957404307246094e+13 -7.441257555767389062e+13 -7.440851860774707812e+13 -5.571815029490204688e+13 -5.581551709314564844e+13
