           1           1           1  -2.38218093717425     
           2           1           1 -0.836034995548617     
           3           1           1 -0.382180936956826     
           4           1           1 -0.231630346823548     
           5           1           1 -0.147595771966234     
           6           1           1 -9.957141611641800E-002
           7           1           1 -6.808851489142091E-002
           8           1           1 -4.672839827284124E-002
           9           1           1 -3.244142868024203E-002
          10           1           1 -2.220145652462095E-002
          11           1           1 -1.479490793222729E-002
          12           1           1 -9.355872622796149E-003
          13           1           1 -5.635022046352748E-003
          14           1           1 -2.964915994677437E-003
          15           1           1 -1.338551482136279E-003
          16           1           1 -2.772411899868399E-004
           1           2           1 -0.836034995548617     
           2           2           1 -0.627949032175006     
           3           2           1 -0.338104495610967     
           4           2           1 -0.213686924546440     
           5           2           1 -0.139107260470080     
           6           2           1 -9.495824485848467E-002
           7           2           1 -6.555785456622247E-002
           8           2           1 -4.551784467203737E-002
           9           2           1 -3.174933109336022E-002
          10           2           1 -2.182561282555985E-002
          11           2           1 -1.457940787218748E-002
          12           2           1 -9.290706423515460E-003
          13           2           1 -5.607602356229776E-003
          14           2           1 -3.016144216881106E-003
          15           2           1 -1.375307156657863E-003
          16           2           1 -3.466448049448497E-004
           1           3           1 -0.382180936956826     
           2           3           1 -0.338104495610967     
           3           3           1 -0.244085400927892     
           4           3           1 -0.170851863810973     
           5           3           1 -0.119753015633697     
           6           3           1 -8.461764684757118E-002
           7           3           1 -5.993408419863124E-002
           8           3           1 -4.215387106377944E-002
           9           3           1 -2.969854751757656E-002
          10           3           1 -2.048471533982835E-002
          11           3           1 -1.375492147064759E-002
          12           3           1 -8.748201429012730E-003
          13           3           1 -5.294816882144112E-003
          14           3           1 -2.811365787002278E-003
          15           3           1 -1.279496458013111E-003
          16           3           1 -2.875270629200656E-004
           1           4           1 -0.231630346823548     
           2           4           1 -0.213686924546440     
           3           4           1 -0.170851863810973     
           4           4           1 -0.131117978420437     
           5           4           1 -9.655007288820627E-002
           6           4           1 -7.137058202174451E-002
           7           4           1 -5.181389322505663E-002
           8           4           1 -3.731041240383225E-002
           9           4           1 -2.658331234292764E-002
          10           4           1 -1.852934358037246E-002
          11           4           1 -1.249287057510283E-002
          12           4           1 -7.996918505554673E-003
          13           4           1 -4.831968487861721E-003
          14           4           1 -2.578960121590960E-003
          15           4           1 -1.158297263015416E-003
          16           4           1 -2.541957020909589E-004
           1           5           1 -0.147595771966234     
           2           5           1 -0.139107260470080     
           3           5           1 -0.119753015633697     
           4           5           1 -9.655007288820627E-002
           5           5           1 -7.567248734591929E-002
           6           5           1 -5.787005361764150E-002
           7           5           1 -4.342965712310937E-002
           8           5           1 -3.190884100496208E-002
           9           5           1 -2.311551947190553E-002
          10           5           1 -1.624644930784968E-002
          11           5           1 -1.106991586316331E-002
          12           5           1 -7.107404869140644E-003
          13           5           1 -4.331400087650886E-003
          14           5           1 -2.306867912670087E-003
          15           5           1 -1.047801980601866E-003
          16           5           1 -2.231962692835460E-004
           1           6           1 -9.957141611641800E-002
           2           6           1 -9.495824485848467E-002
           3           6           1 -8.461764684757118E-002
           4           6           1 -7.137058202174451E-002
           5           6           1 -5.787005361764150E-002
           6           6           1 -4.583229366714583E-002
           7           6           1 -3.516091777350500E-002
           8           6           1 -2.641610661979622E-002
           9           6           1 -1.938226879877977E-002
          10           6           1 -1.384225204432380E-002
          11           6           1 -9.503411995156263E-003
          12           6           1 -6.176248206182030E-003
          13           6           1 -3.787589060256686E-003
          14           6           1 -2.058180472520760E-003
          15           6           1 -9.460597159149228E-004
          16           6           1 -2.299274564947892E-004
           1           7           1 -6.808851489142091E-002
           2           7           1 -6.555785456622247E-002
           3           7           1 -5.993408419863124E-002
           4           7           1 -5.181389322505663E-002
           5           7           1 -4.342965712310937E-002
           6           7           1 -3.516091777350500E-002
           7           7           1 -2.764035331979094E-002
           8           7           1 -2.104268081772250E-002
           9           7           1 -1.569038490246210E-002
          10           7           1 -1.129847407197417E-002
          11           7           1 -7.828207193296122E-003
          12           7           1 -5.085542490703625E-003
          13           7           1 -3.134235319238528E-003
          14           7           1 -1.685737101138019E-003
          15           7           1 -7.704892555918105E-004
          16           7           1 -1.621492090126341E-004
           1           8           1 -4.672839827284124E-002
           2           8           1 -4.551784467203737E-002
           3           8           1 -4.215387106377944E-002
           4           8           1 -3.731041240383225E-002
           5           8           1 -3.190884100496208E-002
           6           8           1 -2.641610661979622E-002
           7           8           1 -2.104268081772250E-002
           8           8           1 -1.627313581727870E-002
           9           8           1 -1.221985094435851E-002
          10           8           1 -8.922298988987299E-003
          11           8           1 -6.189538446301384E-003
          12           8           1 -4.040535302768440E-003
          13           8           1 -2.477379704544765E-003
          14           8           1 -1.328621558085166E-003
          15           8           1 -5.897420445540698E-004
          16           8           1 -1.003456181334335E-004
           1           9           1 -3.244142868024203E-002
           2           9           1 -3.174933109336022E-002
           3           9           1 -2.969854751757656E-002
           4           9           1 -2.658331234292764E-002
           5           9           1 -2.311551947190553E-002
           6           9           1 -1.938226879877977E-002
           7           9           1 -1.569038490246210E-002
           8           9           1 -1.221985094435851E-002
           9           9           1 -9.354244813819338E-003
          10           9           1 -6.888816963014688E-003
          11           9           1 -4.839780851651307E-003
          12           9           1 -3.169619293378667E-003
          13           9           1 -1.977771241116566E-003
          14           9           1 -1.070995724911198E-003
          15           9           1 -4.895385641496638E-004
          16           9           1 -9.377286188201031E-005
           1          10           1 -2.220145652462095E-002
           2          10           1 -2.182561282555985E-002
           3          10           1 -2.048471533982835E-002
           4          10           1 -1.852934358037246E-002
           5          10           1 -1.624644930784968E-002
           6          10           1 -1.384225204432380E-002
           7          10           1 -1.129847407197417E-002
           8          10           1 -8.922298988987299E-003
           9          10           1 -6.888816963014688E-003
          10          10           1 -5.155719976085478E-003
          11          10           1 -3.632918275786664E-003
          12          10           1 -2.413874156623259E-003
          13          10           1 -1.518762912689013E-003
          14          10           1 -8.450589947090919E-004
          15          10           1 -3.926482553845649E-004
          16          10           1 -8.862698295107152E-005
           1          11           1 -1.479490793222729E-002
           2          11           1 -1.457940787218748E-002
           3          11           1 -1.375492147064759E-002
           4          11           1 -1.249287057510283E-002
           5          11           1 -1.106991586316331E-002
           6          11           1 -9.503411995156263E-003
           7          11           1 -7.828207193296122E-003
           8          11           1 -6.189538446301384E-003
           9          11           1 -4.839780851651307E-003
          10          11           1 -3.632918275786664E-003
          11          11           1 -2.592715018600472E-003
          12          11           1 -1.704205737195475E-003
          13          11           1 -1.085861916973630E-003
          14          11           1 -5.930874174822860E-004
          15          11           1 -2.731921793832129E-004
          16          11           1 -4.667360511681948E-005
           1          12           1 -9.355872622796149E-003
           2          12           1 -9.290706423515460E-003
           3          12           1 -8.748201429012730E-003
           4          12           1 -7.996918505554673E-003
           5          12           1 -7.107404869140644E-003
           6          12           1 -6.176248206182030E-003
           7          12           1 -5.085542490703625E-003
           8          12           1 -4.040535302768440E-003
           9          12           1 -3.169619293378667E-003
          10          12           1 -2.413874156623259E-003
          11          12           1 -1.704205737195475E-003
          12          12           1 -1.115941864858658E-003
          13          12           1 -6.946897463920081E-004
          14          12           1 -3.769399146303801E-004
          15          12           1 -1.600374796173342E-004
          16          12           1 -6.478688620292327E-006
           1          13           1 -5.635022046352748E-003
           2          13           1 -5.607602356229776E-003
           3          13           1 -5.294816882144112E-003
           4          13           1 -4.831968487861721E-003
           5          13           1 -4.331400087650886E-003
           6          13           1 -3.787589060256686E-003
           7          13           1 -3.134235319238528E-003
           8          13           1 -2.477379704544765E-003
           9          13           1 -1.977771241116566E-003
          10          13           1 -1.518762912689013E-003
          11          13           1 -1.085861916973630E-003
          12          13           1 -6.946897463920081E-004
          13          13           1 -4.623052597141735E-004
          14          13           1 -2.489066616648847E-004
          15          13           1 -1.138427100720357E-004
          16          13           1 -1.083278248775025E-005
           1          14           1 -2.964915994677437E-003
           2          14           1 -3.016144216881106E-003
           3          14           1 -2.811365787002278E-003
           4          14           1 -2.578960121590960E-003
           5          14           1 -2.306867912670087E-003
           6          14           1 -2.058180472520760E-003
           7          14           1 -1.685737101138019E-003
           8          14           1 -1.328621558085166E-003
           9          14           1 -1.070995724911198E-003
          10          14           1 -8.450589947090919E-004
          11          14           1 -5.930874174822860E-004
          12          14           1 -3.769399146303801E-004
          13          14           1 -2.489066616648847E-004
          14          14           1 -1.390528302256094E-004
          15          14           1 -5.876895489549886E-005
          16          14           1  1.553257454710359E-006
           1          15           1 -1.338551482136279E-003
           2          15           1 -1.375307156657863E-003
           3          15           1 -1.279496458013111E-003
           4          15           1 -1.158297263015416E-003
           5          15           1 -1.047801980601866E-003
           6          15           1 -9.460597159149228E-004
           7          15           1 -7.704892555918105E-004
           8          15           1 -5.897420445540698E-004
           9          15           1 -4.895385641496638E-004
          10          15           1 -3.926482553845649E-004
          11          15           1 -2.731921793832129E-004
          12          15           1 -1.600374796173342E-004
          13          15           1 -1.138427100720357E-004
          14          15           1 -5.876895489549886E-005
          15          15           1 -2.314429490157387E-005
          16          15           1  5.487298318655850E-006
           1          16           1 -2.772411899868399E-004
           2          16           1 -3.466448049448497E-004
           3          16           1 -2.875270629200656E-004
           4          16           1 -2.541957020909589E-004
           5          16           1 -2.231962692835460E-004
           6          16           1 -2.299274564947892E-004
           7          16           1 -1.621492090126341E-004
           8          16           1 -1.003456181334335E-004
           9          16           1 -9.377286188201031E-005
          10          16           1 -8.862698295107152E-005
          11          16           1 -4.667360511681948E-005
          12          16           1 -6.478688620292327E-006
          13          16           1 -1.083278248775025E-005
          14          16           1  1.553257454710359E-006
          15          16           1  5.487298318655850E-006
          16          16           1  2.399345186350672E-005
           1           1           2 -0.836034995548617     
           2           1           2 -0.627949032175006     
           3           1           2 -0.338104495610967     
           4           1           2 -0.213686924546440     
           5           1           2 -0.139107260470080     
           6           1           2 -9.495824485848467E-002
           7           1           2 -6.555785456622247E-002
           8           1           2 -4.551784467203737E-002
           9           1           2 -3.174933109336022E-002
          10           1           2 -2.182561282555985E-002
