  4  3  3       -0.0023059185       -0.0016367690       -0.0016367690
  5  3  3       -0.0021212916       -0.0010776870       -0.0010776870
  6  3  3       -0.0016445447       -0.0006362390       -0.0006362390
  1  4  3        0.0000000000       -0.0029860881       -0.0022399973
  2  4  3       -0.0010471497       -0.0028010033       -0.0020628076
  3  4  3       -0.0016367690       -0.0023059185       -0.0016367690
  4  4  3       -0.0017401897       -0.0017401897       -0.0011862928
  5  4  3       -0.0016002522       -0.0012117550       -0.0008052850
  6  4  3       -0.0013339577       -0.0007864759       -0.0005260690
  1  5  3        0.0000000000       -0.0027705948       -0.0014314161
  2  5  3       -0.0006659462       -0.0025912183       -0.0013337971
  3  5  3       -0.0010776870       -0.0021212916       -0.0010776870
  4  5  3       -0.0012117550       -0.0016002522       -0.0008052850
  5  5  3       -0.0011596129       -0.0011596129       -0.0005810318
  6  5  3       -0.0010374943       -0.0008194380       -0.0004100809
  1  6  3        0.0000000000       -0.0019876015       -0.0007533269
  2  6  3       -0.0003636079       -0.0018987913       -0.0007249170
  3  6  3       -0.0006362390       -0.0016445447       -0.0006362390
  4  6  3       -0.0007864759       -0.0013339577       -0.0005260690
  5  6  3       -0.0008194380       -0.0010374943       -0.0004100809
  6  6  3       -0.0007883366       -0.0007883366       -0.0003138900
  1  1  4        0.0000000000        0.0000000000       -0.0037998919
  2  1  4       -0.0015024893        0.0000000000       -0.0035991249
  3  1  4       -0.0022399973        0.0000000000       -0.0029860881
  4  1  4       -0.0022524164        0.0000000000       -0.0022524164
  5  1  4       -0.0019959740        0.0000000000       -0.0015170079
  6  1  4       -0.0015686965        0.0000000000       -0.0009170878
  1  2  4        0.0000000000       -0.0015024893       -0.0035991249
  2  2  4       -0.0013690820       -0.0013690820       -0.0033667178
  3  2  4       -0.0020628076       -0.0010471497       -0.0028010033
  4  2  4       -0.0021105231       -0.0007274900       -0.0021105231
  5  2  4       -0.0018875752       -0.0004742554       -0.0014318646
  6  2  4       -0.0015057759       -0.0002950993       -0.0008824332
  1  3  4        0.0000000000       -0.0022399973       -0.0029860881
  2  3  4       -0.0010471497       -0.0020628076       -0.0028010033
  3  3  4       -0.0016367690       -0.0016367690       -0.0023059185
  4  3  4       -0.0017401897       -0.0011862928       -0.0017401897
  5  3  4       -0.0016002522       -0.0008052850       -0.0012117550
  6  3  4       -0.0013339577       -0.0005260690       -0.0007864759
  1  4  4        0.0000000000       -0.0022524164       -0.0022524164
  2  4  4       -0.0007274900       -0.0021105231       -0.0021105231
  3  4  4       -0.0011862928       -0.0017401897       -0.0017401897
  4  4  4       -0.0013205242       -0.0013205242       -0.0013205242
  5  4  4       -0.0012594220       -0.0009480228       -0.0009480228
  6  4  4       -0.0011109724       -0.0006577376       -0.0006577376
  1  5  4        0.0000000000       -0.0019959740       -0.0015170079
  2  5  4       -0.0004742554       -0.0018875752       -0.0014318646
  3  5  4       -0.0008052850       -0.0016002522       -0.0012117550
  4  5  4       -0.0009480228       -0.0012594220       -0.0009480228
  5  5  4       -0.0009521796       -0.0009521796       -0.0007174980
  6  5  4       -0.0008867226       -0.0007034026       -0.0005273279
  1  6  4        0.0000000000       -0.0015686965       -0.0009170878
  2  6  4       -0.0002950993       -0.0015057759       -0.0008824332
  3  6  4       -0.0005260690       -0.0013339577       -0.0007864759
  4  6  4       -0.0006577376       -0.0011109724       -0.0006577376
  5  6  4       -0.0007034026       -0.0008867226       -0.0005273279
  6  6  4       -0.0006901201       -0.0006901201       -0.0004119041
  1  1  5        0.0000000000        0.0000000000       -0.0038236635
  2  1  5       -0.0009278215        0.0000000000       -0.0035330866
  3  1  5       -0.0014314161        0.0000000000       -0.0027705948
  4  1  5       -0.0015170079        0.0000000000       -0.0019959740
  5  1  5       -0.0013838871        0.0000000000       -0.0013838871
  6  1  5       -0.0011884647        0.0000000000       -0.0009373490
  1  2  5        0.0000000000       -0.0009278215       -0.0035330866
  2  2  5       -0.0008453773       -0.0008453773       -0.0032470564
  3  2  5       -0.0013337971       -0.0006659462       -0.0025912183
  4  2  5       -0.0014318646       -0.0004742554       -0.0018875752
  5  2  5       -0.0013243641       -0.0003319522       -0.0013243641
  6  2  5       -0.0011492390       -0.0002269616       -0.0009069802
  1  3  5        0.0000000000       -0.0014314161       -0.0027705948
  2  3  5       -0.0006659462       -0.0013337971       -0.0025912183
  3  3  5       -0.0010776870       -0.0010776870       -0.0021212916
  4  3  5       -0.0012117550       -0.0008052850       -0.0016002522
  5  3  5       -0.0011596129       -0.0005810318       -0.0011596129
  6  3  5       -0.0010374943       -0.0004100809       -0.0008194380
  1  4  5        0.0000000000       -0.0015170079       -0.0019959740
  2  4  5       -0.0004742554       -0.0014318646       -0.0018875752
  3  4  5       -0.0008052850       -0.0012117550       -0.0016002522
  4  4  5       -0.0009480228       -0.0009480228       -0.0012594220
  5  4  5       -0.0009521796       -0.0007174980       -0.0009521796
  6  4  5       -0.0008867226       -0.0005273279       -0.0007034026
  1  5  5        0.0000000000       -0.0013838871       -0.0013838871
  2  5  5       -0.0003319522       -0.0013243641       -0.0013243641
  3  5  5       -0.0005810318       -0.0011596129       -0.0011596129
  4  5  5       -0.0007174980       -0.0009521796       -0.0009521796
  5  5  5       -0.0007520515       -0.0007520515       -0.0007520515
  6  5  5       -0.0007299858       -0.0005779179       -0.0005779179
  1  6  5        0.0000000000       -0.0011884647       -0.0009373490
  2  6  5       -0.0002269616       -0.0011492390       -0.0009069802
  3  6  5       -0.0004100809       -0.0010374943       -0.0008194380
  4  6  5       -0.0005273279       -0.0008867226       -0.0007034026
  5  6  5       -0.0005779179       -0.0007299858       -0.0005779179
  6  6  5       -0.0005839771       -0.0005839771       -0.0004651454
  1  1  6        0.0000000000        0.0000000000       -0.0024652110
  2  1  6       -0.0004314705        0.0000000000       -0.0023452558
  3  1  6       -0.0007533269        0.0000000000       -0.0019876015
  4  1  6       -0.0009170878        0.0000000000       -0.0015686965
  5  1  6       -0.0009373490        0.0000000000       -0.0011884647
  6  1  6       -0.0008833454        0.0000000000       -0.0008833454
  1  2  6        0.0000000000       -0.0004314705       -0.0023452558
  2  2  6       -0.0004122385       -0.0004122385       -0.0022161767
  3  2  6       -0.0007249170       -0.0003636079       -0.0018987913
  4  2  6       -0.0008824332       -0.0002950993       -0.0015057759
  5  2  6       -0.0009069802       -0.0002269616       -0.0011492390
  6  2  6       -0.0008588034       -0.0001705762       -0.0008588034
  1  3  6        0.0000000000       -0.0007533269       -0.0019876015
  2  3  6       -0.0003636079       -0.0007249170       -0.0018987913
  3  3  6       -0.0006362390       -0.0006362390       -0.0016445447
  4  3  6       -0.0007864759       -0.0005260690       -0.0013339577
  5  3  6       -0.0008194380       -0.0004100809       -0.0010374943
  6  3  6       -0.0007883366       -0.0003138900       -0.0007883366
  1  4  6        0.0000000000       -0.0009170878       -0.0015686965
  2  4  6       -0.0002950993       -0.0008824332       -0.0015057759
  3  4  6       -0.0005260690       -0.0007864759       -0.0013339577
  4  4  6       -0.0006577376       -0.0006577376       -0.0011109724
  5  4  6       -0.0007034026       -0.0005273279       -0.0008867226
  6  4  6       -0.0006901201       -0.0004119041       -0.0006901201
  1  5  6        0.0000000000       -0.0009373490       -0.0011884647
  2  5  6       -0.0002269616       -0.0009069802       -0.0011492390
  3  5  6       -0.0004100809       -0.0008194380       -0.0010374943
  4  5  6       -0.0005273279       -0.0007034026       -0.0008867226
  5  5  6       -0.0005779179       -0.0005779179       -0.0007299858
  6  5  6       -0.0005839771       -0.0004651454       -0.0005839771
  1  6  6        0.0000000000       -0.0008833454       -0.0008833454
  2  6  6       -0.0001705762       -0.0008588034       -0.0008588034
  3  6  6       -0.0003138900       -0.0007883366       -0.0007883366
  4  6  6       -0.0004119041       -0.0006901201       -0.0006901201
  5  6  6       -0.0004651454       -0.0005839771       -0.0005839771
  6  6  6       -0.0004818169       -0.0004818169       -0.0004818169
