  0.357574E-05  0.186065E+08  0.186065E+08  0.248073E+08  0.248073E+08  0.186066E+08  0.186065E+08
  0.369673E-05  0.186065E+08  0.186065E+08  0.248072E+08  0.248072E+08  0.186066E+08  0.186065E+08
  0.382181E-05  0.186065E+08  0.186065E+08  0.248071E+08  0.248071E+08  0.186066E+08  0.186065E+08
  0.395112E-05  0.186065E+08  0.186065E+08  0.248070E+08  0.248070E+08  0.186066E+08  0.186065E+08
  0.408481E-05  0.186065E+08  0.186065E+08  0.248069E+08  0.248068E+08  0.186066E+08  0.186065E+08
  0.422302E-05  0.186065E+08  0.186065E+08  0.248068E+08  0.248067E+08  0.186066E+08  0.186065E+08
  0.436590E-05  0.186065E+08  0.186065E+08  0.248066E+08  0.248066E+08  0.186066E+08  0.186065E+08
  0.451363E-05  0.186065E+08  0.186065E+08  0.248065E+08  0.248064E+08  0.186066E+08  0.186065E+08
  0.466635E-05  0.186065E+08  0.186065E+08  0.248063E+08  0.248063E+08  0.186066E+08  0.186065E+08
  0.482423E-05  0.186065E+08  0.186065E+08  0.248062E+08  0.248061E+08  0.186066E+08  0.186065E+08
  0.498746E-05  0.186065E+08  0.186065E+08  0.248060E+08  0.248059E+08  0.186066E+08  0.186065E+08
  0.515621E-05  0.186065E+08  0.186065E+08  0.248058E+08  0.248057E+08  0.186066E+08  0.186065E+08
  0.533068E-05  0.186065E+08  0.186065E+08  0.248056E+08  0.248055E+08  0.186066E+08  0.186065E+08
  0.551104E-05  0.186065E+08  0.186065E+08  0.248054E+08  0.248053E+08  0.186066E+08  0.186065E+08
  0.569751E-05  0.186065E+08  0.186065E+08  0.248052E+08  0.248051E+08  0.186066E+08  0.186065E+08
  0.589029E-05  0.186065E+08  0.186065E+08  0.248049E+08  0.248048E+08  0.186066E+08  0.186065E+08
  0.608959E-05  0.186065E+08  0.186065E+08  0.248047E+08  0.248046E+08  0.186066E+08  0.186065E+08
  0.629563E-05  0.186065E+08  0.186065E+08  0.248044E+08  0.248043E+08  0.186066E+08  0.186065E+08
  0.650864E-05  0.186065E+08  0.186065E+08  0.248041E+08  0.248040E+08  0.186066E+08  0.186065E+08
  0.672887E-05  0.186065E+08  0.186065E+08  0.248038E+08  0.248036E+08  0.186066E+08  0.186065E+08
  0.695654E-05  0.186065E+08  0.186065E+08  0.248035E+08  0.248033E+08  0.186066E+08  0.186065E+08
  0.719192E-05  0.186065E+08  0.186065E+08  0.248031E+08  0.248029E+08  0.186066E+08  0.186065E+08
  0.743526E-05  0.186065E+08  0.186065E+08  0.248027E+08  0.248025E+08  0.186066E+08  0.186065E+08
  0.768683E-05  0.186065E+08  0.186065E+08  0.248023E+08  0.248021E+08  0.186066E+08  0.186065E+08
  0.794692E-05  0.186065E+08  0.186065E+08  0.248019E+08  0.248017E+08  0.186066E+08  0.186065E+08
  0.821580E-05  0.186065E+08  0.186065E+08  0.248014E+08  0.248012E+08  0.186066E+08  0.186065E+08
  0.849379E-05  0.186065E+08  0.186065E+08  0.248009E+08  0.248007E+08  0.186066E+08  0.186065E+08
  0.878118E-05  0.186065E+08  0.186065E+08  0.248004E+08  0.248001E+08  0.186066E+08  0.186065E+08
  0.907829E-05  0.186065E+08  0.186065E+08  0.247998E+08  0.247995E+08  0.186066E+08  0.186065E+08
  0.938546E-05  0.186065E+08  0.186065E+08  0.247992E+08  0.247989E+08  0.186066E+08  0.186065E+08
  0.970302E-05  0.186065E+08  0.186065E+08  0.247985E+08  0.247982E+08  0.186066E+08  0.186065E+08
  0.100313E-04  0.186065E+08  0.186065E+08  0.247978E+08  0.247975E+08  0.186066E+08  0.186065E+08
  0.103707E-04  0.186065E+08  0.186065E+08  0.247971E+08  0.247967E+08  0.186066E+08  0.186065E+08
  0.107216E-04  0.186065E+08  0.186065E+08  0.247963E+08  0.247959E+08  0.186066E+08  0.186065E+08
  0.110844E-04  0.186065E+08  0.186065E+08  0.247954E+08  0.247950E+08  0.186066E+08  0.186065E+08
  0.114594E-04  0.186065E+08  0.186065E+08  0.247945E+08  0.247941E+08  0.186066E+08  0.186065E+08
  0.118472E-04  0.186065E+08  0.186065E+08  0.247935E+08  0.247931E+08  0.186066E+08  0.186065E+08
  0.122480E-04  0.186065E+08  0.186065E+08  0.247925E+08  0.247920E+08  0.186066E+08  0.186065E+08
  0.126624E-04  0.186065E+08  0.186065E+08  0.247914E+08  0.247908E+08  0.186066E+08  0.186065E+08
  0.130909E-04  0.186065E+08  0.186065E+08  0.247902E+08  0.247896E+08  0.186066E+08  0.186065E+08
